Name,Description,IsOwnBank,RoutingNo,SwiftCode,C_Bank>C_Location>City,C_Bank>C_Location>Postal,C_Bank>C_Location>C_Country_ID[Name]
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,59020090,HYVEDEMM432,Saarbrücken,66003,Germany - Deutschland
Hanseatic Bank Saarbrücken,Hanseatic Bank,N,59020700,HSTBDEH1SAA,Saarbrücken,66117,Germany - Deutschland
Commerzbank Saarbrücken,Commerzbank,N,59040000,COBADEFF590,Saarbrücken,66005,Germany - Deutschland
Landesbank Saar Saarbrücken,Landesbank Saar,N,59050000,SALADE55XXX,Saarbrücken,66104,Germany - Deutschland
Sparkasse Saarbrücken,Sparkasse Saarbrücken,N,59050101,SAKSDE55XXX,Saarbrücken,66104,Germany - Deutschland
St Spk Völklingen,Stadtsparkasse Völklingen,N,59051090,SALADE51VKS,Völklingen,66310,Germany - Deutschland
SKG BANK Saarbrücken,SKG BANK,N,59052020,SALADE51SKG,Saarbrücken,66121,Germany - Deutschland
Deutsche Bank Saarbruecken,Deutsche Bank Saarbruecken,N,59070000,DEUTDE5M555,Saarbrücken,66006,Germany - Deutschland
Deutsche Bank PGK Saar,Deutsche Bank Privat und Geschäftskunden,N,59070070,DEUTDEDB595,Saarbrücken,66111,Germany - Deutschland
Commerzbank Saarbrücken,Commerzbank vormals Dresdner Bank,N,59080090,DRESDEFF590,Saarbrücken,66007,Germany - Deutschland
apoBank Saarbrücken,apoBank,N,59090626,DAAEDED1026,Saarbrücken,66006,Germany - Deutschland
PSD Bank RheinNeckarSaar,PSD Bank RheinNeckarSaar,N,59090900,GENODEF1P19,Saarbrücken,66023,Germany - Deutschland
VB Völklingen-Warndt,Volksbank Völklingen-Warndt,N,59091000,GENODE51VKL,Völklingen,66333,Germany - Deutschland
Volksbank Sulzbachtal-alt-,Volksbank Sulzbachtal -alt-,N,59091500,GENODE51SUZ,"Sulzbach, Saar",66274,Germany - Deutschland
VB Quierschied -alt-,Volksbank Quierschied -alt-,N,59091800,GENODE51QUI,Quierschied,66282,Germany - Deutschland
Vereinigte Volksbank,Vereinigte Volksbank im Regionalverband Saarbrücken,N,59092000,GENODE51SB2,"Sulzbach, Saar",66280,Germany - Deutschland
RB Wiesbach -alt-,Raiffeisenkasse Wiesbach -alt-,N,59099530,GENODE51EWI,Eppelborn,66571,Germany - Deutschland
Volksbank Nahe-Schaumberg,Volksbank Nahe-Schaumberg,N,59099550,GENODE51NOH,Nohfelden,66625,Germany - Deutschland
Bank 1 Saar,Bank 1 Saar,N,59190000,SABADE5SXXX,Saarbrücken,66026,Germany - Deutschland
VVBS Saarbrücken-St Ingbert,VVBS Ver. Volksbanken Saarbrücken-St Ingbert,N,59190100,GENODE51SB1,Saarbrücken,66032,Germany - Deutschland
Volksbank Saar-West,Volksbank Saar-West,N,59190200,GENODE51SLS,Saarlouis,66724,Germany - Deutschland
Kr Spk St. Wendel,Kreissparkasse St. Wendel,N,59251020,SALADE51WND,"St. Wendel, Saar",66606,Germany - Deutschland
Sparkasse Neunkirchen,Sparkasse Neunkirchen,N,59252046,SALADE51NKS,"Neunkirchen, Saar",66538,Germany - Deutschland
Volksbank Neunkirchen Saar,Volksbank Neunkirchen,N,59290100,GENODE51NES,"Neunkirchen, Saar",66512,Germany - Deutschland
Sankt Wendeler Volksbank,St. Wendeler Volksbank,N,59291000,GENODE51WEN,"St. Wendel, Saar",66606,Germany - Deutschland
Volksbank Saarpfalz,Volksbank Saarpfalz,N,59291200,GENODE51BEX,"Homburg, Saar",66424,Germany - Deutschland
Volksbank Spiesen-Elversb,Volksbank Spiesen-Elversberg -alt-,N,59291300,GENODE51SPI,Spiesen-Elversberg,66583,Germany - Deutschland
Eppelborner Volksbank -alt-,Eppelborner Volksbank -alt-,N,59292400,GENODE51EPP,Eppelborn,66571,Germany - Deutschland
BBk Saarbr eh Saarlouis,Bundesbank eh Saarlouis,N,59300000,MARKDEF1593,Saarbrücken,66018,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,59320087,HYVEDEMM838,Saarlouis,66714,Germany - Deutschland
Kreissparkasse Saarlouis,Kreissparkasse Saarlouis,N,59350110,KRSADE55XXX,Saarlouis,66717,Germany - Deutschland
Spk Merzig-Wadern,Sparkasse Merzig-Wadern,N,59351040,MERZDE55XXX,Merzig,66651,Germany - Deutschland
Volksbank Saarlouis,Volksbank Saarlouis,N,59390100,GENODE51SLF,Saarlouis,66724,Germany - Deutschland
Volksbank Überherrn,Volksbank Überherrn,N,59391200,GENODE51UBH,Überherrn,66802,Germany - Deutschland
Volksbank Wadgassen,Volksbank Wadgassen,N,59391800,GENODE51WAD,Wadgassen,66787,Germany - Deutschland
Volksbank Dillingen,Volksbank Dillingen,N,59392000,GENODE51DSA,"Dillingen, Saar",66763,Germany - Deutschland
Volksbank Untere Saar,Volksbank Untere Saar,N,59392200,GENODE51LOS,Losheim am See,66674,Germany - Deutschland
Volksbank Dillingen,Volksbank,N,59392400,GENODE51BKG,Beckingen,66701,Germany - Deutschland
levoBank,levoBank,N,59393000,GENODE51LEB,Lebach,66822,Germany - Deutschland
Kreissparkasse Saarpfalz,Kreissparkasse Saarpfalz,N,59450010,SALADE51HOM,"Homburg, Saar",66404,Germany - Deutschland
Volksbank Homburg -alt-,Volksbank Homburg -alt-,N,59491000,GENODE51HGS,"Homburg, Saar",66409,Germany - Deutschland
VR Bank Saarpfalz,VR Bank Saarpfalz,N,59491114,GENODE51HOM,"Homburg, Saar",66424,Germany - Deutschland
Volksbank Blieskastel -alt-,Volksbank Blieskastel -alt-,N,59491200,GENODE51BLI,Blieskastel,66431,Germany - Deutschland
VR Bank Saarpfalz,VR Bank Saarpfalz,N,59491300,GENODE51MBT,"Homburg, Saar",66424,Germany - Deutschland
BBk Stuttgart,Bundesbank,N,60000000,MARKDEF1600,Stuttgart,70049,Germany - Deutschland
Postbank Stuttgart,Postbank,N,60010070,PBNKDEFF600,Stuttgart,70148,Germany - Deutschland
SEB Stuttgart,SEB,N,60010111,ESSEDE5F600,Stuttgart,70174,Germany - Deutschland
Aareal Bank,Aareal Bank,N,60010424,AARBDE5W600,Stuttgart,70191,Germany - Deutschland
L-Bank Stuttgart -alt-,Landeskreditbank Baden-Württemberg Förderbank -alt-,N,60010700,LKBWDE6K600,"Karlsruhe, Baden",76113,Germany - Deutschland
BW Bank Stuttgart,Baden-Württembergische Bank,N,60020030,SOLADEST601,Stuttgart,70049,Germany - Deutschland
Schwabenbank Stuttgart,Schwäbische Bank,N,60020100,SCHWDESSXXX,Stuttgart,70041,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,60020290,HYVEDEMM473,Stuttgart,70003,Germany - Deutschland
VON ESSEN Bankges Stuttgart,VON ESSEN Bankgesellschaft,N,60020300,VONEDE33STG,Stuttgart,70174,Germany - Deutschland
Hanseatic Bank Stuttgart,Hanseatic Bank,N,60020700,HSTBDEH1STU,Stuttgart,70469,Germany - Deutschland
Mercedes-Benz Bank,Mercedes-Benz Bank,N,60030000,MEBEDE6SDCB,Stuttgart,70028,Germany - Deutschland
"Bankhaus Bauer, Stuttgart","Bankhaus Bauer, Stuttgart",N,60030100,BHBADES1XXX,Stuttgart,70173,Germany - Deutschland
Ellwabank Stuttgart,Bankhaus Ellwanger & Geiger,N,60030200,ELGEDES1XXX,Stuttgart,70174,Germany - Deutschland
CreditPlus Bank,CreditPlus Bank,N,60030600,CPLUDES1XXX,Stuttgart,70004,Germany - Deutschland
CreditPlus Bank,CreditPlus Bank,N,60030666,CPLUDES1XXX,Stuttgart,70178,Germany - Deutschland
AKTIVBANK Pforzheim,AKTIVBANK,N,60030700,AKBADES1XXX,Pforzheim,75179,Germany - Deutschland
Isbank Stuttgart,Isbank Fil Stuttgart,N,60030900,ISBKDEFXSTU,Stuttgart,70174,Germany - Deutschland
Wüstenrot Bausparkasse,Wüstenrot Bausparkasse,N,60033000,BSWLDE61XXX,"Ludwigsburg, Württ",71630,Germany - Deutschland
IBM Kreditbank Herrenberg,IBM Deutschland Kreditbank,N,60035810,IBKBDES1XXX,Herrenberg im Gäu,71083,Germany - Deutschland
Commerzbank CC Stuttgart,Commerzbank CC,N,60040060,COBADEFF096,Stuttgart,70173,Germany - Deutschland
Commerzbank CC Stuttgart,Commerzbank CC,N,60040061,COBADEFF097,Stuttgart,70173,Germany - Deutschland
Commerzbank Stuttgart,Commerzbank,N,60040071,COBADEFF600,Stuttgart,70049,Germany - Deutschland
Landesbank Baden-Württ,Landesbank Baden-Württemberg,N,60050000,SOLADESTXXX,Stuttgart,70144,Germany - Deutschland
ZV LBBW ISE Stuttgart,ZV Landesbank Baden-Württemberg ISE,N,60050009,,Stuttgart,70144,Germany - Deutschland
LBBW/BW-Bank Stuttgart,Landesbank Baden-Württemberg/Baden-Württembergische Bank,N,60050101,SOLADEST600,Stuttgart,70144,Germany - Deutschland
DZ BANK,DZ BANK,N,60060000,GENODESGXXX,Stuttgart,70049,Germany - Deutschland
DZ PRIVATBANK Ndl Stuttgart,DZ PRIVATBANK Ndl. Stuttgart,N,60060202,GENODESTXXX,Stuttgart,70191,Germany - Deutschland
Untertürkheimer Volksbank,Untertürkheimer Volksbank,N,60060396,GENODES1UTV,Stuttgart,70305,Germany - Deutschland
EKK Stuttgart,Evangelische Kreditgenossenschaft -Filiale Stuttgart-,N,60060606,GENODES1EK2,Stuttgart,70012,Germany - Deutschland
VR-Bank Stuttgart -alt-,VR-Bank Stuttgart -alt-,N,60060893,GENODES1FIL,Stuttgart,70067,Germany - Deutschland
Echterdinger Bank,Echterdinger Bank,N,60062775,GENODES1ECH,Leinfelden-Echterdingen,70750,Germany - Deutschland
Volksbank Strohgäu,Volksbank Strohgäu,N,60062909,GENODES1MCH,Korntal-Münchingen,70813,Germany - Deutschland
Raiffbk Dellmensingen,Raiffeisenbank Dellmensingen,N,60069017,GENODES1DMS,"Erbach, Donau",89155,Germany - Deutschland
Raiffeisenbank Niedere Alb,Raiffeisenbank Niedere Alb,N,60069066,GENODES1RBA,"Langenau, Württ",89129,Germany - Deutschland
Raiffbk Vellberg-Großaltdf,Raiffeisenbank Vellberg-Großaltdorf,N,60069075,GENODES1RVG,Vellberg,74541,Germany - Deutschland
Raiffbk Römerstein -alt-,Raiffeisenbank Römerstein -alt-,N,60069126,GENODES1ROM,Römerstein,72587,Germany - Deutschland
Raiffbk Sondelfingen,Raiffeisenbank Sondelfingen,N,60069147,GENODES1RSF,Reutlingen,72740,Germany - Deutschland
Raiffbk Steinheim,Raiffeisenbank Steinheim,N,60069158,GENODES1SAA,Steinheim am Albuch,89555,Germany - Deutschland
Raiffeisenbank Aidlingen,Raiffeisenbank,N,60069206,GENODES1AID,"Aidlingen, Württ",71134,Germany - Deutschland
Genossenschaftsbank Weil,Genossenschaftsbank Weil im Schönbuch,N,60069224,GENODES1GWS,Weil im Schönbuch,71093,Germany - Deutschland
Raiffbk Waldachtal,Raiffeisenbank Zndl VB Nordschwarzwald,N,60069235,GENODES1WAT,Waldachtal,72178,Germany - Deutschland
Bopfinger Bank Sechta-Ries,Bopfinger Bank Sechta-Ries,N,60069239,GENODES1BPF,Bopfingen,73438,Germany - Deutschland
Raiffbk Gruibingen,Raiffeisenbank Gruibingen,N,60069242,GENODES1RGR,Gruibingen,73344,Germany - Deutschland
Raiffbk Oberes Bühlertal,Raiffeisenbank Oberes Bühlertal,N,60069245,GENODES1ROB,Bühlertann,74424,Germany - Deutschland
Raiffbk Donau-Iller,Raiffeisenbank Donau-Iller,N,60069251,GENODES1RDI,"Erbach, Donau",89155,Germany - Deutschland
Raiffeisenbank Erlenmoos,Raiffeisenbank Erlenmoos,N,60069302,GENODES1ERM,Erlenmoos,88416,Germany - Deutschland
Raiffbk Bad Schussenried,Raiffeisenbank Bad Schussenried,N,60069303,GENODES1RBS,Bad Schussenried,88423,Germany - Deutschland
Raiffbk Ingoldingen,Raiffeisenbank,N,60069308,GENODES1RIN,Ingoldingen,88456,Germany - Deutschland
VB Freiberg und Umgebung,Volksbank Freiberg und Umgebung,N,60069315,GENODES1MDH,Mundelsheim,74395,Germany - Deutschland
Hegnacher Bank -alt-,Hegnacher Bank -alt-,N,60069325,GENODES1HEG,"Waiblingen, Rems",71313,Germany - Deutschland
Raiffbk Maitis,Raiffeisenbank Maitis,N,60069336,GENODES1RMA,Göppingen,73037,Germany - Deutschland
Raiffeisenbank Rißtal,Raiffeisenbank Rißtal,N,60069343,GENODES1RRI,Laupheim,88471,Germany - Deutschland
Raiffbk Ehingen-Hochsträß,Raiffeisenbank Ehingen-Hochsträß,N,60069346,GENODES1REH,Ehingen (Donau),89584,Germany - Deutschland
Raiffbk Reute-Gaisbeuren,Raiffeisenbank Reute-Gaisbeuren,N,60069350,GENODES1RRG,Bad Waldsee,88339,Germany - Deutschland
Ehninger Bank,Ehninger Bank,N,60069355,GENODES1EHN,"Ehningen, Kr Böblingen",71135,Germany - Deutschland
Volksbank Tettnang,Raiffbk Neukirch Ndl d Volksbank Tettnang,N,60069371,GENODES1RNK,Neukirch b Tettnang,88099,Germany - Deutschland
VB Dettenhausen,Volksbank Dettenhausen,N,60069378,GENODES1DEH,"Dettenhausen, Württ",72135,Germany - Deutschland
Dettinger Bank,Dettinger Bank,N,60069387,GENODES1DBE,Dettingen an der Erms,72581,Germany - Deutschland
Raiffbk Kirchheim-Walheim,Raiffeisenbank Kirchheim-Walheim,N,60069417,GENODES1KIB,Kirchheim am Neckar,74366,Germany - Deutschland
Uhlbacher Bank,Uhlbacher Bank,N,60069419,GENODES1UHL,Stuttgart,70310,Germany - Deutschland
Raiffbk Mittelbiberach,Raiffeisenbank Mittelbiberach,N,60069420,GENODES1MBI,Mittelbiberach,88441,Germany - Deutschland
Raiffbk Oberessendorf,Raiffeisenbank Oberessendorf,N,60069431,GENODES1OED,Eberhardzell,88436,Germany - Deutschland
Raiffbk Frankenh-Stimpfach,Raiffeisenbank Frankenhardt-Stimpfach,N,60069442,GENODES1RFS,Stimpfach,74597,Germany - Deutschland
Raiffbk Vordersteinenberg,Raiffeisenbank Vordersteinenberg,N,60069455,GENODES1RVS,Alfdorf,73553,Germany - Deutschland
Raiffeisenbank Ottenbach,Raiffeisenbank Ottenbach,N,60069457,GENODES1OTT,"Ottenbach, Württ",73113,Germany - Deutschland
Raiffbk Rottumtal,Raiffeisenbank Rottumtal,N,60069461,GENODES1RRE,Ochsenhausen,88416,Germany - Deutschland
Winterbacher Bank,Winterbacher Bank,N,60069462,GENODES1WBB,"Winterbach b Schorndorf, Württ",73643,Germany - Deutschland
Raiffbk Geislingen-Rosenf,Raiffeisenbank Geislingen-Rosenfeld,N,60069463,GENODES1RKH,"Rosenfeld, Württ",72348,Germany - Deutschland
Raiffbk Heidenheimer Alb,Raiffeisenbank Heidenheimer Alb,N,60069476,GENODES1DEA,"Gerstetten, Württ",89547,Germany - Deutschland
Raiffbk ob Wald Simmersfeld,Raiffeisenbank Oberer Wald,N,60069485,GENODES1ROW,Simmersfeld,72226,Germany - Deutschland
Volksbank Murgtal,Volksbank Murgtal,N,60069505,GENODES1VMT,Baiersbronn,72270,Germany - Deutschland
Genossenschaftsbank,Genossenschaftsbank Honhardt,N,60069511,GENODES1GHO,Frankenhardt,74586,Germany - Deutschland
Scharnhauser Bank,Scharnhauser Bank,N,60069517,GENODES1SCA,Ostfildern,73760,Germany - Deutschland
Raiffbk Ehingen-Hochsträß,Raiffeisenbank Ehingen-Hochsträß,N,60069520,GENODES1OMT,Obermarchtal,89611,Germany - Deutschland
Volksbank Brenztal,Volksbank Brenztal,N,60069527,GENODES1RNS,Giengen an der Brenz,89537,Germany - Deutschland
Löchgauer Bank,Löchgauer Bank,N,60069538,GENODES1LOC,Löchgau,74367,Germany - Deutschland
Raiffeisenbank Westhausen,Raiffeisenbank Westhausen,N,60069544,GENODES1RWN,"Westhausen, Württ",73461,Germany - Deutschland
Nufringer Bank,Nufringer Bank -Raiffeisen-,N,60069545,GENODES1NUF,Nufringen,71150,Germany - Deutschland
Walheimer Bank,Walheimer Bank,N,60069549,GENODES1WAL,"Walheim, Württ",74399,Germany - Deutschland
Raiffbk Aichh-Hardt-Sulgen,Raiffeisenbank Aichhalden-Hardt-Sulgen,N,60069553,GENODES1HAR,Hardt b Schramberg,78739,Germany - Deutschland
Raiffbk Vordere Alb,Raiffeisenbank Vordere Alb,N,60069564,GENODES1RVA,Hülben,72584,Germany - Deutschland
Raiffbk Oberes Schlichemtal,Raiffeisenbank Oberes Schlichemtal,N,60069593,GENODES1ROS,Schömberg b Balingen,72355,Germany - Deutschland
Raiffbk Schrozberg-Rot,Raiffeisenbank Schrozberg-Rot am See,N,60069595,GENODES1SBB,Schrozberg,74573,Germany - Deutschland
Raiffbk Ingersheim,Raiffeisenbank Ingersheim,N,60069639,GENODES1RIH,"Ingersheim, Württ",74377,Germany - Deutschland
Raiffeisenbank,Raiffeisenbank,N,60069648,GENODES1EHZ,"Ummendorf, Kr Biberach an der Riß",88444,Germany - Deutschland
Erligheimer Bank -alt-,Erligheimer Bank -alt-,N,60069669,GENODES1EHB,Erligheim,74391,Germany - Deutschland
Raiffbk Ehingen-Hochsträß,Raiffeisenbank Ehingen-Hochsträß,N,60069670,GENODES1HOC,Blaubeuren,89143,Germany - Deutschland
Abtsgmünder Bank,Abtsgmünder Bank -Raiffeisen-,N,60069673,GENODES1ABR,Abtsgmünd,73453,Germany - Deutschland
Raiffbk Bretzfeld-Neuenst.,Raiffeisenbank Bretzfeld-Neuenstein,N,60069680,GENODES1BRZ,Bretzfeld,74626,Germany - Deutschland
Raiffeisenbank Wangen,Raiffeisenbank,N,60069685,GENODES1RWA,"Wangen, Kr Göppingen",73117,Germany - Deutschland
Raiffeisenbank Enzberg,Raiffeisenbank Enzberg,N,60069692,GENODES1ENZ,Mühlacker,75410,Germany - Deutschland
Raiffeisenbank Schlat -alt-,Raiffeisenbank Schlat -alt-,N,60069705,GENODES1SLA,Schlat,73114,Germany - Deutschland
Raiffbk Mehrstetten,Raiffeisenbank,N,60069706,GENODES1MEH,"Mehrstetten b Münsingen, Württ",72537,Germany - Deutschland
Raiffbk Gammesfeld,Raiffeisenbank Gammesfeld,N,60069710,GENODES1RGF,Blaufelden,74572,Germany - Deutschland
Raiffeisenbank Kocher-Jagst,Raiffeisenbank Kocher-Jagst,N,60069714,GENODES1IBR,Ingelfingen,74665,Germany - Deutschland
Raiffbk Heroldstatt -alt-,Raiffeisenbank Heroldstatt -alt-,N,60069724,GENODES1RHS,Heroldstatt,72535,Germany - Deutschland
Raiffbk Oberstenfeld,Raiffeisenbank,N,60069727,GENODES1ROF,Oberstenfeld,71718,Germany - Deutschland
VB Freiberg und Umgebung,Volksbank Freiberg und Umgebung,N,60069738,GENODES1FAN,Freiberg am Neckar,71687,Germany - Deutschland
Volks- u Raiffbk Boll -alt-,Volks- und Raiffeisenbank Boll -alt-,N,60069766,GENODES1BBO,Bad Boll,73085,Germany - Deutschland
Raiffbk Kreßberg -alt-,Raiffeisenbank Kreßberg -alt-,N,60069773,GENODES1RKB,Kreßberg,74594,Germany - Deutschland
Genossenschaftsbank,Genossenschaftsbank Grabenstetten,N,60069780,GENODES1GBG,Grabenstetten,72582,Germany - Deutschland
VB Freiberg und Umgebung,Volksbank Freiberg und Umgebung,N,60069795,GENODES1HHB,Hessigheim,74394,Germany - Deutschland
Raiffeisenbank Horb,Raiffeisenbank Horb,N,60069798,GENODES1RHB,Horb am Neckar,72154,Germany - Deutschland
Raiffbk Mötzingen,Raiffeisenbank,N,60069817,GENODES1RMO,Mötzingen,71159,Germany - Deutschland
Raiffbk Urbach,Raiffeisenbank Urbach,N,60069832,GENODES1URB,"Urbach, Rems",73656,Germany - Deutschland
Darmsheimer Bank,Darmsheimer Bank,N,60069842,GENODES1DHB,Sindelfingen,71069,Germany - Deutschland
Enztalbank,Enztalbank,N,60069858,GENODES1VAI,Vaihingen an der Enz,71656,Germany - Deutschland
Federseebank,Federseebank,N,60069860,GENODES1FED,Bad Buchau,88417,Germany - Deutschland
Raiffeisenbank Oberes Gäu,Raiffeisenbank Oberes Gäu Ergenzingen,N,60069876,GENODES1ROG,Rottenburg am Neckar,72108,Germany - Deutschland
VB Freiberg und Umgebung,Volksbank Freiberg und Umgebung,N,60069896,GENODES1PLE,Pleidelsheim,74385,Germany - Deutschland
VR-Bank Alb,VR-Bank Alb,N,60069904,GENODES1RUW,Sonnenbühl,72820,Germany - Deutschland
Volksbank Remseck,Volksbank Remseck,N,60069905,GENODES1REM,Remseck am Neckar,71680,Germany - Deutschland
Raiffbk Erlenbach,Raiffeisenbank,N,60069911,GENODES1ERL,"Erlenbach, Kr Heilbronn, Neckar",74233,Germany - Deutschland
VB Glatten-Wittendorf -alt-,Volksbank Glatten-Wittendorf -alt-,N,60069926,GENODES1VBG,Glatten,72293,Germany - Deutschland
Berkheimer Bank,Berkheimer Bank,N,60069927,GENODES1BHB,Esslingen am Neckar,73734,Germany - Deutschland
Raiffbk Berghülen,Raiffeisenbank,N,60069931,GENODES1BGH,Berghülen,89180,Germany - Deutschland
Raiffbk Tüngental,Raiffeisenbank Tüngental,N,60069950,GENODES1TUN,Schwäbisch Hall,74523,Germany - Deutschland
Raiffbk Ehingen-Hochsträß,Raiffeisenbank Ehingen-Hochsträß,N,60069971,GENODES1ODD,Oberdischingen,89610,Germany - Deutschland
Raiffbk Böllingertal,Raiffeisenbank Böllingertal,N,60069976,GENODES1BOE,"Heilbronn, Neckar",74078,Germany - Deutschland
Raiffbk Maselheim-Äpfingen,Raiffeisenbank Maselheim-Äpfingen,N,60069980,GENODES1RMH,Maselheim,88437,Germany - Deutschland
Deutsche Bank PGK Stuttgart,Deutsche Bank Privat und Geschäftskunden,N,60070024,DEUTDEDBSTG,Stuttgart,70049,Germany - Deutschland
Deutsche Bank Stuttgart,Deutsche Bank,N,60070070,DEUTDESSXXX,Stuttgart,70049,Germany - Deutschland
Commerzbank Stuttgart,Commerzbank vormals Dresdner Bank,N,60080000,DRESDEFF600,Stuttgart,70049,Germany - Deutschland
Commerzbk Zw 55 Stuttgart,Commerzbank vormals Dresdner Bank Zw 55,N,60080055,DRESDEFF608,Stuttgart,70049,Germany - Deutschland
Commerzbk Zw 57 Stuttgart,Commerzbank vormals Dresdner Bank Gf Zw 57,N,60080057,DRESDEFF609,Stuttgart,70049,Germany - Deutschland
Commerzbk ITGK Stuttgart,Commerzbank vormals Dresdner Bank ITGK 2,N,60080085,DRESDEFFI50,Stuttgart,70049,Germany - Deutschland
Commerzbank ITKG3 Stutt.,Commerzbank vormals Dresdner Bank Gf PCC-ITGK 3,N,60080086,DRESDEFFI54,Stuttgart,70140,Germany - Deutschland
Commerzbank ITGK4 Sttgrt,"Commerzbank vormals Dresdner Bank, PCC DC-ITGK 4",N,60080087,DRESDEFFI57,Stuttgart,70140,Germany - Deutschland
Commerzbank ITGK5 Sttgrt,"Commerzbank vormals Dresdner Bank, PCC DC-ITGK 5",N,60080088,DRESDEFFI58,Stuttgart,70140,Germany - Deutschland
Commerzbank ITGK Stgt,Commerzbank vormals Dresdner Bank ITGK,N,60089450,DRESDEFFI21,Stuttgart,70049,Germany - Deutschland
Volksbank Stuttgart,Volksbank Stuttgart,N,60090100,VOBADESSXXX,Stuttgart,70039,Germany - Deutschland
VB Zuffenhausen,Volksbank Zuffenhausen m Zndl Stammheimer VB,N,60090300,GENODES1ZUF,Stuttgart,70432,Germany - Deutschland
apoBank Stuttgart,apoBank,N,60090609,DAAEDED1009,Stuttgart,70503,Germany - Deutschland
Südwestbank Stuttgart,Südwestbank,N,60090700,SWBSDESSXXX,Stuttgart,70037,Germany - Deutschland
Sparda-Bank Baden-Württemb,Sparda-Bank Baden-Württemberg,N,60090800,GENODEF1S02,Stuttgart,70191,Germany - Deutschland
PSD Bank RheinNeckarSaar,PSD Bank RheinNeckarSaar,N,60090900,GENODEF1P20,Stuttgart,70369,Germany - Deutschland
UniCredit exHypo Ndl434Stgt,UniCredit Bank - HypoVereinsbank Ndl 434 Stgt,N,60120050,HYVEDEM1085,Aschheim,85609,Germany - Deutschland
BHF-BANK Stuttgart,BHF-BANK,N,60120200,BHFBDEFF600,Stuttgart,70173,Germany - Deutschland
Bank für Sozialwirtschaft,Bank für Sozialwirtschaft,N,60120500,BFSWDE33STG,Stuttgart,70173,Germany - Deutschland
FFS Bank Stuttgart,FFS Bank,N,60130100,GENODED1FFS,Stuttgart,70190,Germany - Deutschland
Santander Bank Stuttgart,Santander Consumer Bank,N,60133300,SCFBDE33XXX,Stuttgart,70173,Germany - Deutschland
BBk Stuttgart eh Waiblingen,Bundesbank eh Waiblingen,N,60200000,MARKDEF1602,Stuttgart,70049,Germany - Deutschland
BW Bank Waiblingen,Baden-Württembergische Bank,N,60220030,SOLADEST602,"Waiblingen, Rems",71301,Germany - Deutschland
Commerzbank Backnang,Commerzbank,N,60241074,COBADEFF602,Backnang,71522,Germany - Deutschland
Kr Spk Waiblingen,Kreissparkasse Waiblingen,N,60250010,SOLADES1WBN,"Waiblingen, Rems",71304,Germany - Deutschland
BW-Bank/LBBW Waiblingen,Baden-Württemb.Bank/Landesbank Baden-Württemb.,N,60250184,SOLADEST820,"Waiblingen, Rems",71304,Germany - Deutschland
Fellbacher Bank,Fellbacher Bank,N,60261329,GENODES1FBB,"Fellbach, Württ",70703,Germany - Deutschland
VR-Bank Weinstadt,VR-Bank Weinstadt,N,60261622,GENODES1WNS,Weinstadt,71370,Germany - Deutschland
Raiffbk Weissacher Tal,Raiffeisenbank Weissacher Tal,N,60261818,GENODES1RWT,Allmersbach im Tal,71573,Germany - Deutschland
Korber Bank,Korber Bank,N,60262063,GENODES1KOR,"Korb, Remstal",71398,Germany - Deutschland
Kerner Volksbank,Kerner Volksbank,N,60262693,GENODES1KRN,Kernen im Remstal,71394,Germany - Deutschland
Deutsche Bank PGK Waiblinge,Deutsche Bank Privat und Geschäftskunden,N,60270024,DEUTDEDB606,"Waiblingen, Rems",71332,Germany - Deutschland
Deutsche Bank Waiblingen,Deutsche Bank,N,60270073,DEUTDESS606,"Waiblingen, Rems",71332,Germany - Deutschland
